poem,theme
"I'm trying on ego, [a justification for the planet's continuance]. Oh  hello transgressor, you've come to collect utilitarian debts, humbling  narrative space. Give me a condition and wheatgrass,  I his body is disintegrating, I his body is ossification. Death by habit  radius, yeah yeah.  I his body can't refuse this summons. I can't get out  this fucking room. Tell me something different about torture  dear Trickster.   Tell me about the lightness my mother told me to pick the one i love the best  how it signals everything I ever wish to believe true just holy on my ship.  I jump all over this house. this is it [what i thought is thought only,  nothing more deceptive than]:  I his body keeps thinking someone will come along, touch me.  As like human. Or lima bean.  I'm cradling you to my breast, you are looking out. A little wooden lion you & Peter carve   on Bluff Street is quieting across your cheekbone. Not at all like the kind of terror found   in sleep, on trembling grounds.  It is yesterday now. I have not had a change to dance in this century. Tonight I shall kill someone,  a condition to remember Sunday mornings.  To think of lives as repetitions [rather than singular serial incarnations]. To understand your   death is as exacerbating as trying to figure out why as schoolchildren in mid-nineteen-sixties   South California   we performed reflexive motion:  cutting out lace snowflakes, reading Dick and Jane serch for their missing mittens,  imagining snow.  And this too, fiction. The book I would want to right.  The restored fallen, heroic.  Did you expect a different frace from the world? Or upon exit?  I'm working on ""tough."" They think I am already. All ready.  Who is the dead person? Is ""I'm sorry"" real to a dead person?  Browning grass. My hands on this table. A contentious century.   A place to pay rent. Redemptive moments.  Am I now the dead person?  Dead person, dead person, will you partake in my persimmon feast?  The body inside the body astounds, confesses sins of the funhouse.   I too have admired the peopleof this plant.  Their frilly, ordered intellects.  The use they've made of cardamom,  radiation as well. How they've pasteurized milk, loaned surnames to stars,  captured tribes, diseases, streets, and ideas too.",Death
" – Zen admonition    1. About the Dead Man and Nothing  The dead man knows nothing. He is powerless to stop the battles, he has no way to reattach the arms and legs. He cannot stuff the fallen soldier's insides back inside. He has no expertise in the matter of civilian corpses, nor of friendly fire, nor beheadings, nor   revenge, nor suicide. He does not know the depth of depth charges, or the exact pressure that detonates a land mine. The dead man has given his all so that now, if he once knew, he knows nothing. He is emptied, he is the resonant cavity of which he spoke when it was music he was thinking of. Let him be now the leftover button of his work shirt. Permit him his fading mirror, his sputtering circuits, his secrets, his tears, his noonday duels   with the sun. Let him ride the roads in the bucket of an earth mover, can it hurt? Let him stand under the icicles, can he catch cold? For the dead man is stagnant without knowledge, and he cannot survive the demise of   philosophy or art.  To the dead man they were not spectacles, but survival skills. To the dead man, the world was but a birthmark that befell original space. To say that the dead man knows nothing is to see him at the beginning, who can it hurt? Before all this, he was nothing.   2. More About the Dead Man and Nothing  Don't bet he won't be born. Before all this, this that is so much, he was not himself. He was the free heat of space and then the salt of the earth. He was the ring around the moon, foretelling. The dead man had no station when he came to be, just a strange nakedness in the light. He did not know what he was to do, this was before clocks. So he decided to stab the dirt, to tumble in happiness and writhe in pain, and to flap his way   into space. To go home. It was a swell idea for the dead man, and he pinned it to his chest. Give him that, that he crystallized a plan, that he made from smoke something to him as real as   quartz, ivory, or the hoof of a gelding. The dead man had the whole world to transform or perfect or outlive. He wrote the book of nothing and no-time that entombed all time and all that took place in time. The dead man could not be hammered by analysis. Let him horn in on your fury, whatever it was, and it will abate. The energy that became form will disperse, never again to be what we were. Look out the window to see him, no, the other one.You are not beautiful, exactly. You are beautiful, inexactly. You let a weed grow by the mulberry and a mulberry grow by the house. So close, in the personal quiet of a windy night, it brushes the wall and sweeps away the day till we sleep.  A child said it, and it seemed true: ""Things that are lost are allWe need some pines to assuage the darkness when it blankets the mind, we need a silvery stream that banks as smoothly as a plane's wing, and a worn bed of  needles to pad the rumble that fills the mind, and a blur or two of a wild thing that sees and is not seen. We need these things between appointments, after",Death
"When I wake up, heart up my throat, a fear taste— getting ready for  the changing skin.  Your hat on the knob of the banister, tilted. You ask, I'm tired, stripped down, maybe  I passed one of my deaths getting ready for  the changing skin. Sometimes, love, I can be your sister, dead, come to you in her  changing skin—tortoise shell eyes, through gravel and moss. And you can be my brother, dead, saying:  . We are looking across the table. It's a field, long, spread out, pale,  the ground's icy. We're wearing our new coats and we've passed one or more of our deaths along the way. There's no  afterlife, it's the same, the same life, and when  we remember that we pull close our changing coats,  we tilt toward each other, the ground is softer than I thought, our foreheads touch.“” says McKibben   and no longer but shrinking, this marsh-wealth in a buzz   of conversing, wing flaps and wind, ringed by housing, drained by canals,   an expanse thick with mangroves, orchids, birds erupting outDressed in an old coat I lumber Down a street in the East Village, time itself  Whistling up my ass and looking to punish me For all the undone business I have walked away from,  And I think I might have stayed  In that last tower by the ocean,  The one I built with my hands and furnishedThe season turned like the page of a glossy fashion magazine.  In the park the daffodils came up  and in the parking lot, the new car models were on parade.  Sometimes I think that nothing really changes—  The young girls show the latest crop of tummies,          and the new president proves",Death
"1  Before he left for combat, he took care of everything: someone to plow the driveway, cut the grass. And the letter he wrote me, , sealed, somewhere, in a drawer; can't be opened, must be opened if he doesn't return. I feel for my keys,  hear his voice: . Late for work, still, I linger at the window of the Century Florist, a bowl of peonies, my face among the tulips.  2  Last Mother's Day, when he was incommunicado, nothing came. Three days later, a message in my box; a package, the mail room closed. I went out into the lobby, banged my fist against  the desk. When they  gave it to me, I clutched it to my chest, sobbing  like an animal. I spoke to no one, did not apologize. I didn't care about the gift. It was the note I wanted, the salt from his hand, the words.What do you say when you've forgotten how the grass smells, married to the dark soil crumbling in your hands? When the sun makes a bed for you to lie in? When a voice you've never heard has missed you, singing down your bones--   Now I'm breathing in the mountains as if I'd",Death
"1 in my father's tomb the gods have been buried for millennia in Crete Mycenae Mexico or Babylon and your task, young ephebe, is radically changed we're not talking about singing in chorus by the light of the moon nor pretending to the warmth of a bonfire shepherding a metallic herd we're talking about carefully observing and staying ready because from one moment to the next our father's tomb will break open and one shadow will move over the earth with the force of the lord who first made it possible who will destroy it in an embrace  2 the wound inflicted on the earth slowly heals the outraged generation dallies by the shores of Guadalcanal drinking vodka in Leningrad and whiskey in Piazzale Michelangelo playing jazz on the West Coast all this is very important all this must be remembered  3 A.S. from Diaries (London, British Museum) for days I was in the dark one night I suddenly opened the window over the piazza: the sun was rising (sun) and humans? they prayed stretched out under delicate automobiles while sewer grates sucked down the already blind children ah said the imploring enemies the angels grappling fire ladders dismantled the clocks on gothic spires telling the vengeance of time upon human hours the escape hatches were all already shut history lay in my bed with legs wide open although I was innocent like the rest  4 in the desert temple laboratory restless children prepare the definitive version tempted the last time by the fruit of knowledge in your womb they deposit the ovum to be fertilized the altar of sacred embrace is the metallic tower of the disinfected cavity introduced into your body what can a poet do but cultivate warts on his face you will see the air taste the fire touch the light mother earth created from our ambiguous love  5 and repeating the creation myth throwing men over one's shoulder so that they become stones the priest implores the divine seed (energy) (sun) semen encephalon of every living form time (fire) divine cause (vis viva) amoeba eternal splitting of its nucleus universes burned and recreated—manifold in the unity of repetition (actus) (energy) matter assumed into the city of god constant polium of every protoplasm lord of the negative and the positive of the numerator and the denominator of the part and the whole (ovum) a click will be enough to  (semen) fertilization (fission) in your body you will conceive (the nuclei will have a total mass inferior to its origin) fission fertilization human hands reproduce god (the ovum splits) air fire light (sun that they adore)  6 he fixes the season lets his voice loose among the clouds makes lightening shine over the earth your and our destiny mother earth here is the orgasm of Shamash the victory of time when the universe's love will explode and the son of the sun will set his chained roots on the tower of Babylon when your belly will be rent by divine coitus and the trees will crack under the solar rain umén, uménaion, umén or uménai or all his strength in you and eros and thanatos the right and the left eye of his eternity confused in his one flashing glance  7 although your name may only be written backwards  immanent not transitive cause wearily we gave ourselves to reconstruction so that violence would find new matter to feed upon a thousand times we destroyed stone with fire and with stone suffocated fire but now the eternal river uproots the dam of history spreads across the plain bringing you nothingness you who forced the first being to divide in order to renew the species while in him you sank softly like a stone in the mud and readied the inexorable fulfillment of the most unjust justice I have begotten in vain because the umbilical chord is the way taken by this your scorching parasite to infect the son after the mother they hang themselves from dead trunks who with a kiss betray the human race I seated in the midst of an overflowing river are those my brothers, down there, those I see evacuating? I count the corpses that follow the current down to the sea I ask myself what orchards will they fertilize because this is the demonstrable necessity lighting a dead man's breath to light your way as for the cow trying out-of-breath to climb back up the steep bank slippery with muck I have known the bovine god from since he visited the sacred prostitutes, over in Thebes I am that mummy in the Louvre (radioactive) it would vain to sprinkle grain in my eye-sockets or to eat of my flesh—touched by god next to me the serpent's sawdust awakens and the undeciphered inscription found in Assyrian halls speaks as the two-headed fetus floats knocking against the crystal vase vibrating in alcohol    this extreme dissolution systematically carried to the limts of violence and up to the land of fire up to the stagnant agitation in the rendering of rhythm to the catastrophes of organisms in casual circumstances inside the phagocytic cities in bodiesThe sun is made of many mysterious concepts cowardly resentments with listless rotation they say they don't say but they demand attention something rotten a little enlarged or rosy a slight lividness applied to our pettiness with light brush strokes exhausted by the heat I speak of the heat that spoils and1 an adjective breathing the window open the insertion's exact dimension in the rustling of pages or see maybe how the text uses the body see how the work is cosmic and biological and logical in nocturnal voices in auroral explosions in the croaking scratching scraping setting fire here under the soft sky",Death
"Should the painful condition of irreversible paralysis last longer than forever or at least until your death by bowling ball or illegal lawn dart or the culture of death, which really has it out for whoever has seen better days but still enjoys bruising marathons of bird watching, you, or your beleaguered caregiver stirring dark witch's brews of resentment inside what had been her happy life, should turn to page seven where you can learn, assuming higher cognitive functions were not pureed by your selfish misfortune, how to leave the house for the first time in two years. An important first step, with apologies for the thoughtlessly thoughtless metaphor. When not an outright impossibility or form of neurological science fiction, sexual congress will either be with tourists in the kingdom of your tragedy, performing an act of sadistic charity; with the curious, for whom you will be beguilingly blank canvas; or with someone blindly feeling their way through an extended power outage caused by summer storms you once thought romantic. Page twelve instructs you how best to be inspiring to Magnus next door as he throws old Volkswagens into orbit above Alberta. And to Betty in her dark charm confiding a misery, whatever it is, that to her seems equivalent to yours. The curl of her hair that her finger knows better and beyond what you will, even in the hypothesis of heaven when you sleep. This guide is intended to prepare you for falling down and declaring détente with gravity, else you reach the inevitable end of scaring small children by your presence alone. Someone once said of crushing helplessness: it is a good idea to avoid that. We agree with that wisdom but gleaming motorcycles are hard to turn down or safely stop at speeds which melt aluminum. Of special note are sections regarding faith healing, self-loathing, abstract hobbies like theoretical spelunking and extreme atrophy, and what to say to loved ones who won't stop shrieking at Christmas dinner. New to this edition is an index of important terms such as catheter, pain, blackout, pathological deltoid obsession, escort service, magnetic resonance imaging, loss of friends due to superstitious fear, and, of course, amputation above the knee due to pernicious gangrene. It is our hope that this guide will be a valuable resource during this long stretch of boredom and dread and that it may be of some help, however small, to cope with your new life and the gradual, bittersweet loss of every God damned thing you ever loved.Dear murderous world, dear gawking heart, I never wrote back to you, not one word  wrenched itself free of my fog-draped mind to dab in ink the day's dull catalog  of ruin. Take back the ten-speed bike which bent like a child's cheap toy  beneath me. Accept as your own the guitar that was smashed over my brotherI began to die, then. I think I was asleep. Dreaming of an afterlife that revised my flesh into what I had wanted. Why do I think of Ronald Reagan the way one recalls vague nightmare: the sick heart and terror which is percussive. Was this the year I saw him at the airport. Men grimly tested my body for hidden",Death
"We heard the creaking clutch of the crank  as they drew it up by cable and wheel  and hung it sleek as a hull from the roof.   Grennan jammed open the great jaws  and we saw how the upper jaw hung from  the skull. We flinched at the stench of blood   that dripped on the fishhouse floor, and  even Davey—when Grennan reached in  past the scowl and the steel prop for the  stump—just about passed out. The limb's skin had already blanched, a sight none  of us could stomach, and we retched   though Grennan, cool, began cutting off  the flesh in knots, slashing off the flesh  in strips; and then Davey, flensing and  flanching, opened up the stomach and  the steaming bowels. Gulls circled like  ghouls. Still they taunt us with their cries  and our hearts still burn inside us when  we remember, how Grennan with a tool took out what was left of the child.",Death
"I pet my father like some big cat a hunter has set on the ground, though I am in Iowa now and not the Great Rift Valley and what I sense as tent canvas flapping, thick with waterproofing, is cheap cotton choked with starch. Still, he is a lion on the gurney. I talk a little to make sure he's dead. I have some memory of riding his shoulders through the fragrant night. Three fish coiled in a creel. So many butterflies and gnats, it was two-thirds Kenya, one-third Illinois. And then home: the clink of ice and gin. And so I rub his hair, which is unwashed, and will remain unwashed, for we will burn him. I touch the blade of his chest. Think of all those years I spent hovering beneath the scent of Marlboros, the mouthwash trace of booze; all that ice cracking, going stale: crowned molars and mimic glaciers fading to bled-out amber among the cuticles of lime. Maybe that's why when he so blindly flies on that exaltation of velocity and gas, he doesn't linger in this world awhile as word or song, a density we might gather round— an aquifer, or gushing spring, as pure as gin. Instead, he departs as vapor. Fragments of tooth and bone in the swept-out mass I can throw back to dirt, or spread—a child's sugared, grainy drink— to water. And now I wonder, where's the soul in this?  The agent of it? If it un-tags, re-tags itself—a flexible, moveable, graffiti—indelible for the time we have it, or if it sputters on some inward cycle toward a Rubbermaid waste bucket, sink trap ringed with cocktail residue. As on my returning, the trays of ice were reduced to spit. I had a drink in my hand, that memory of riding; the fragrant night. How can I open the freezer now and not see the milky irises of his passage; the array of paw and pelt; jaw wrenched so far open in that rictus of longing, gasping, his living eyes could not help but tip and follow?  They must have bled as they sang, the needles so quick through  the linen, the frayed mesh, the silvers must have stung them.  Pinpricks they must have stemmed with their tongues, unembarrassed,  these brides of Christ- --the ghost in the",Death
"He still exists as flesh; it's the idea that's dissipated—: husband :—what was he? But a word I loved? There is no panacea for missing syllables: his body: we all know what matter's mostly made of—: space obtains—: One day I realized I beleive—:  the space in everything is God: that force of present absence: pen: expanse: I grieve— ] [ between body and name—in here!—I'm loose  as love is—: nebulous—: what good this pointillism—: our eyes won't do—:  Sometimes the absences in us seem so profuse,  I wonder we don't pass through wood.pretty's just armor something else  to wear like a dress or a name not magic like skin  apparel apparent apparently repellant pretty don't draw  flies like honey we just pretend  it does skin is  what draws you don't believe me  just think skin flick   the winter sky  is not a skin you  might fly right   outI begged for tongues the way that I was taught—: —: whispered close. Was this the Holy Spirit that I sought?—: Bashful tongue drawing silence from my throat. Trinity lesson, clicked behind my teeth, Welling like memory I stood to receive There at the altar. Blood that flowed beneathThe actors mill about the party saying rhubarb because other words do not sound like conversation. In the kitchen, always, one who's just discovered beauty, his mouth full of whiskey and strawberries. He practices the texture of her hair with his tongue; in her, five billion electrons pop their atoms. Rhubarb in",Death
"53.  Red Canna, I see you. Edge of. What I saw: a flower blossoming, in slow motion.  . Okay. . Cannot. Red Canna, I veer into you. I am not in  one straight line. Red Canna, I see you. 1904. The University of Arizona Museum  of Art. Opening in slow motion: are you okay? Are",Death
"Since I'm condemned to death by your decree, Fabio, and don't appeal, resist or flee the wrathful judgment, hear me, for there's no culprit of such guilt should be refused confession.  Because, you say, you've been informed my breast has caused offence to you, I stand condemned, ferocious one.  Does uncertain news, not fact, achieve more in your obdurate breast than experience of so many truths?  If you've believed in others', Fabio, why not believe in your own eyes? Why, reversing the sense of Law, deliver to the rope my neck? You're as liberal with your rigours  as meanly strict with favours.  If I have looked at other eyes, Fabio, kill me with your wrathful eyes. If I serve another care, let your implacable anger serve me. And if another's love diverts me, you, who've been my life, strike me dead.  If I have viewed another with delight, never be delight in our mutual looks; if with another I engaged in pleasant speech, let your eternal displeasure point at me. And if another love disturbs my sense, chase out of me my soul, who've been my soul.  But as I die without resisting my unhappy lot, my only wish is you allow me choose the death I like. Let my death be of my choice, for your mere choice  continues me in life.  Let me not die of harshness, Fabio, when I can die of love. That will do you credit, redeem me, since to die for love, not for guilt, is no less a death, but more an honoured one.  And now, finally, I seek your pardon for all the wrongs I did to you through love. Wrongs they are and they deserve your scorn. Your offence is just in my accosting you, because by loving you  I turn you to ingratitude.Love opened a mortal wound. In agony, I worked the blade to make it deeper. Please, I begged, let death come quick.  Wild, distracted, sick,  I counted, counted all the ways love hurt me. One life, I thought--a thousand deaths.  Blow after blowYou foolish men who lay the guilt on women, not seeing you're the cause of the very thing you blame;  if you invite their disdain with measureless desire why wish they well behave if you incite to ill.  You fight their stubbornness, then, weightily, you say it was their lightness when it was your guile.  In allSuspend, singer swan, the sweet strain: see how the lord that Delphi sees exchanges for you the gentle lyre for pipe and to Admetus makes a pastoral sound.  As gentle song, though strong, moved stones and tamed the wrath of hell, so it retreats, abashed, when you are heard: your instrument blames the church",Death
"My language has its own world  where he doesn't know how to live, but he should learn my language; then he can call my mother to say that I am dead. I drive too fast  and someone else drives too fast  and we crash on the icy road. The death sweeps me away. He can tell this to my mother  if he learns my language.  Her large yellow voice travels  and hits his body, but at least she knows  that I am dead, and if I die, I want him to tell my mother  with his deep voice shaking.",Death
"There's one day a year they can return,  if they want. He says he won't again. I ask what it's like— he quotes St. Paul: ""Now hope is sweet."" Then in his own voice. .You came in a dream, yesterday —The first day we met you showed me your dark workroom off the kitchen, your books, your notebooks.  Reading our last, knowing-last letters —the years of our friendship reading our poems to each other, I would start breathing again.  Yesterday, in the afternoon, more than a yearHe was shoveling sand at the edge of the water, his heavy black glasses glittered with rain:  ""Don't you see how much like a woman I am?"" Shovel, shovel.  His throat was wrapped in water,  and the water flowered with milt.  Shoveler, are you eating the earth? Earth eating you?  Teach me what I have to have toI saw my soul become flesh breaking open the linseed oil breaking over the paper running down pouring no one to catch it my life breaking open no one to contain it my pelvis thinning out into God",Death
"They say that you, a road builder Had such love for our country You rushed out and waved your torch To call the bombs down on yourself And save the road for the troops  As my unit passed on that worn road The bomb crater reminded us of your story Your grave is radiant with bright-colored stones Piled high with love for you, a young girl  As I looked in the bomb crater where you died The rain water became a patch of sky Our country is kind Water from the sky washes pain away  Now you lie down deep in the earth As the sky lay down in that earthen crater At night your soul sheds light Like the dazzling stars Did your soft white skin Become a bank of white clouds?  By day I pass under a sun-flooded sky And it is your sky And that anxious, wakeful disc Is it the sun, or is it your heart Lighting my way As I walk down the long road?  The name of the road is your name Your death is a young girl's patch of blue sky My soul is lit by your life  And my friends, who never saw you Each has a different image of your face",Death
"Since there was no mother for the peach tree we did it  all alone, which made the two of us closer though closeness brought its loneliness, and it would have been better I think sometimes to be sterile from the start just to avoid the pain  which in my life this far has lasted seventy years for I am in love with a skeleton on whose small bones a dress hung for a while, on whose small skull a bit of curly hair was strung, and what is dust I still don’t know since there was no mother to turn to then and ask what else was she wearing, did she have on shoes, and were the two trees from Georgia, and was it true somebody said the other peach should have died instead of her; and I could  imagine the nose going first though forty years later the trees were still there and not as big as you’d think; and it was my cousin Red with the flabby lips who said it, he had red eyes, a red monstrosity, a flabby body, half the house was filled with  male cousins, they were born in rooms a  short distance from the rats, I can’t remember which ones had the accents nor what his Hebrew name was, nor his English. How you loved to read in the snow and when your face turned to water from the internal heat combined with the heavy crystals or maybe it was reversus you went half-blind and your eyelashes turned to ice the time you walked through swirls  with dirty tears not far from the rat-filled river or really a mile away—",Death
"Waking from comalike sleep, I saw the poppies, with their limp necks and unregimented beauty. Pause, I thought, say something true: It was night, I wanted to kiss your lips, which remained supple, but all the water in them had been replaced with embalming compound. So I was angry. I loved the poppies, with their wide-open faces, how they carried themselves, beckoning to me instead of pushing away. The way in and the way out are the same, essentially: emotions disrupting thought, proximity to God, the pain of separation. I loved the poppies, with their effortless existence, like grief and fate, but tempered and formalized. Your hair was black and curly; I combed it.My father lived in a dirty dish mausoleum, watching a portable black-and-white television, reading the Encyclopedia Britannica, which he preferred to Modern Fiction. One by one, his schnauzers died of liver disease, except the one that guarded his corpse found holding a tumbler of Bushmills. ""Dead is dead,"" heThen out of the darkness leapt a bare hand that stroked my brow, ""Come along, child; stretch out your feet under the blanket. Darkness will give you back, unremembering. Do not be afraid."" So I put down my book and pushed like a finger through sheer silk, the autobiographical part of me, the am, snatched up to a",Death
"My mother and I and the dog were floating Weightless in the kitchen. Silverware Hovered above the table. Napkins drifted Just below the ceiling. The dead who had been crushed By gravity were free to move about the room, To take their place at supper, lift a fork, knife, spoon— A spoon, knife, fork that, outside this moment’s weightlessness, Would have been immovable as mountains.  My mother and I and the dog were orbiting In the void that follows after happiness Of an intimate gesture: her hand stroking the dog’s head And the dog looking up, expectant, into her eyes: The beast gaze so direct and alienly concerned To have its stare returned; the human gaze That forgets, for a moment, that it sees What it’s seeing and simply, fervently, sees…  But only for a moment. Only for a moment were my mother And the dog looking at each other not mother Or dog but that look—I couldn’t help but think, If only I were a dog, or Mother was, Then that intimate gesture, this happiness passing Could last forever…such a hopeful, hopeless wish I was wishing; I knew it and didn’t know it Just as my mother knew she was my mother  And didn’t…and as for the dog, her large black pupils, Fixed on my mother’s faintly smiling face, Seemed to contain a drop of the void We were all suspended in; though only a dog Who chews a ragged rawhide chew toy shaped Into a bone, femur or cannonbone Of the heavy body that we no longer labored To lift against the miles-deep air pressing  Us to our chairs. The dog pricked her ears, Sensing a dead one approaching. Crossing the kitchen, My father was moving with the clumsy gestures Of a man in a spacesuit—the strangeness of death Moving among the living—though he world Was floating with a lightness that made us Feel we were phantoms: I don’t know  If my mother saw him—he didn’t look at her  When he too put his hand on the dog’s head And the dog turned its eyes from her stare to his… And then the moment on its axis reversed, The kitchen spun us the other way round And pressed heavy hands down on our shoulders So that my father sank into the carpet, My mother rested her chin on her hand And let her other hand slide off the dog’s head,  Her knuckles bent in a kind of torment Of moonscape erosion, ridging up into  Peaks giving way to seamed plains With names like The Sea of Tranquility —Though nothing but a metaphor for how I saw her hand, her empty, still strong hand Dangling all alone in the infinite space Between the carpet and the neon-lit ceiling.  Out of the stone ark that carried them this far in their two by two progress up to here, they've outlived everyone and everything they've known—  he in his fishscales up to his waist, she in her grunge hairdo of stone: and on each face no guilt for surviving, no stony comprehension  of all they've left behind,   Down the side of a yellow plastic soap dish, struggling in soap muck, one of those tiny black ants that can find a crack in the invisible flees from the AK of my shadow, and looks about to spring into the unparted Red Sea of scum and froth that slimes its feelers asSomebody's alone in his head, somebody's a kid,  somebody's arm's getting twisted—a sandwich flies apart,   tomatoes torn, white bread flung, then smeared with shit  and handed back to eat—  Somebody's watching little shit friends watch little shit him  climb to the",Death
It was going on five in the morning The ship of steam stretched its chain to shatter the windows And outside A glowworm Lifted Paris like a leaf It was only a long trembling scream A scream from the Maternity Hospital nearby FINIS FOUNDRY FANATIC But whatever joy escaped in the exhalation of that pain It seems  Instead of these overripe stones Choose this heart with its safety catch Instead of,Death
"It was your birthday, we had drunk and dined  Half of the night with our old friend  Who'd showed us in the end  To a bed I reached in one drunk stride.  Already I lay snug, And drowsy with the wine dozed on one side.  I dozed, I slept. My sleep broke on a hug,   Suddenly, from behind   In the silence that prolongs the span Rawly of music when the record ends,    The red-haired boy who drove a van In weekday overalls but, like his friends,     Wore cycle boots and jacket here To suit the Sunday hangout he was in,    Heard, as he stretched back from his beer, Leather creak softly round hisI wake up cold, I who Prospered through dreams of heat  Wake to their residue,  Sweat, and a clinging sheet.   My flesh was its own shield:  Where it was gashed, it healed.  I grew as I explored  The body I could trust  Even while I adored The risk that made robust,  A world of wonders in Each challenge to the",Death
"My mother never forgave my father for killing himself, especially at such an awkward time and in a public park, that spring when I was waiting to be born. She locked his name in her deepest cabinet and would not let him out, though I could hear him thumping. When I came down from the attic with the pastel portrait in my hand of a long-lipped stranger with a brave moustache and deep brown level eyes, she ripped it into shreds without a single word and slapped me hard. In my sixty-fourth year I can feel my cheek  still burning.On my way home from school  up tribal Providence Hill  past the Academy ballpark where I could never hope to play  I scuffed in the drainage ditch  among the sodden seethe of leaves hunting for perfect stones  rolled out of glacial time  into my pitcher's hand; then sprintedI have walked through many lives, some of them my own, and I am not who I was, though some principle of being abides, from which I struggle not to stray. When I look behind, as I am compelled to look before I can gather strength to proceed on my journey, I see the milestones dwindling toward the horizon and theSome things I do not profess  to understand, perhaps not wanting to, including whatever it was they did with you or you with them that timeless summer day when you stumbled out of the wood, distracted, with your white blouse torn and a bloodstain on your skirt. ""Do you believe?"" you asked. Between us, through",Death
"  If that someone who's me yet not me yet who judges me is always with me,  as he is, shouldn't he have been there when I said so long ago that thing     I said?  If he who rakes me with such not trivial shame for minor sins now were    there then, shouldn't he have warned me he'd even now devastate me  A young mother on a motor scooter stopped at a traffic light, her little son perched  on the ledge between her legs; she in a gleaming helmet, he in a replica of it, smaller, but  the same color and just as shiny. His visor is swung shut, hers is open.  As I pull up beside",Death
"After I've goosed up the fire in the stove with  so that it burns like fire on amphetamines; after it's imprisoned,  screaming and thrashing, behind the stove door; after I've  listened to the dead composers and watched the brown-plus-gray  deer compose into Cubism the trees whose name I don't know  (pine, I think); after I've holed up in my loneliness staring  at the young buck whose two new antlers are like a snail's  stalked eyes and I've let this conceit lead me to the eyes-on-stems  of the faces of Picasso and from there to my dead father; after I've  chased the deer away (they were boring, streamlined machines  for tearing up green things, deer are the cows-of-the-forest);  then I bend down over the sea of keys to write this poem  about my father in his grave.  It isn't easy. It's dark in my room, the door is closed,  all around is creaking and sighing, as though I were in the hold  of a big ship, as though I were in the dark sleep of a huge freighter toiling across the landscape of the waves  taking me to my father with whom I have struggled  like Jacob with the angel and who heaves off, one final time,  the muddy counterpane of the earth and lies panting  beside his grave like a large dog who has run a long way.  This is as far as he goes. I stand at the very end  of myself holding a shovel. The blade is long and cool; It is an instrument for organizing the world; the blade is  drenched in shine, the air is alive along it, as air is alive  on the windshield of a car. Beside me my father droops as though he were under anesthesia. He is so thin,  and he doesn't have a coat. My left hand grows  cool and sedate under the influence of his flesh.  It hesitates and then...  My father drops in like baggage into a hold.  In his hands, written on my stationery, a note  I thought of xeroxing:  I close the hinged lid, and above him I heap a  firmament of dirt. The body alone, in the dark,  in the cold, without a coat. I would not wish that on my  greatest enemy. Which, in a sense, my father was.If I could see nothing but the smoke From the tip of his cigar, I would know everything About the years before the war. If his face were halved by shadow I would know This was a street where an EATS sign trembled And a Greek served coffee black as a dog's eye. If I could see nothing but his wrist I would know",Death
"There are cemeteries that are lonely, graves full of bones that do not make a sound, the heart moving through a tunnel, in it darkness, darkness, darkness, like a shipwreck we die going into ourselves, as though we were drowning inside our hearts, as though we lived falling out of the skin into the soul.  And there are corpses, feet made of cold and sticky clay, death is inside the bones, like a barking where there are no dogs, coming out from bells somewhere, from graves somewhere, growing in the damp air like tears of rain.   Sometimes I see alone coffins under sail,  embarking with the pale dead, with women that have dead hair, with bakers who are as white as angels, and pensive young girls married to notary publics, caskets sailing up the vertical river of the dead, the river of dark purple, moving upstream with sails filled out by the sound of death, filled by the sound of death which is silence.  Death arrives among all that sound like a shoe with no foot in it, like a suit with no man in it, comes and knocks, using a ring with no stone in it, with no finger in it, comes and shouts with no mouth, with no tongue, with no throat. Nevertheless its steps can be heard and its clothing makes a hushed sound, like a tree.  I'm not sure, I understand only a little, I can hardly see, but it seems to me that its singing has the color of damp violets, of violets that are at home in the earth, because the face of death is green, and the look death gives is green, with the penetrating dampness of a violet leaf and the somber color of embittered winter.  But death also goes through the world dressed as a broom, lapping the floor, looking for dead bodies, death is inside the broom, the broom is the tongue of death looking for corpses, it is the needle of death looking for thread.  Death is inside the folding cots: it spends its life sleeping on the slow mattresses, in the black blankets, and suddenly breathes out: it blows out a mournful sound that swells the sheets, and the beds go sailing toward a port where death is waiting, dressed like an admiral. The memory of you emerges from the night around me. The river mingles its stubborn lament with the sea.  Deserted like the wharves at dawn. It is the hour of departure, oh deserted one!  Cold flower heads are raining over my heart. Oh pit of debris, fierce cave of the shipwrecked.  In you the wars and the",Death
